,총점,커리어 향상,업무와 삶의 균형,급여 및 복지,사내 문화,경영진,제목,직원유형,장점,단점
49,1.0,1,1,1,1,1,"“임원과 직원, 노조의 대환장 파티”",현직원 · 🚫****** · 생산엔지니어·생산관리 - 2023.08.16,"차량 구입시 임직원 할인
그나마 자동차에 대한 열정을 표출할 수 있는곳이었으나","매년 반복되는 소모적인 임금협상과 불투명성
임원과 직원의 괴리
너무나 힘든 출퇴근길"
50,1.0,1,1,1,1,1,“직원을 무시함”,현직원 · I********* · 연구개발(R&D) - 2023.08.16,"월급은 줌
점심은 줌
화장실 있음
따뜻한물 나옴
밀리의서재 가입해줌","직원의 노고를 무시하고 최악의 기업 문화를 가지고 있음
셔틀버스도 돈내고 타야함
성과금 5분할 그마저도 작년성과금을 다음해 34분기에줌
근무위치 안좋음서울은 출퇴근 4시간
기술직이 많아 말이 안통함"
51,1.0,1,1,1,1,1,“박봉이다”,현직원 · i******** · 연구개발(R&D) - 2023.08.16,자동차를 연구할 수 있음 자동차 도메인 지식을 얻을 수 있음,실적에 대비하여 복지 처우 급여가 현저히 낮다 노조와 사측은 의미없는 협상을 되풀이한다
52,1.0,1,1,3,1,1,“본사 사무직은 진짜 최악이다”,현직원 · l******* · IT 엔지니어 - 2023.07.08,차 할인 말고 없습니다 기본적인 복지가 다른 재계서열 5위 내 회사들보다 한참 뒤처지는 중소기업입니다,"s 경력인데 위에빼고 전부다
술 문화 진짜 너무 힘들고 우리는 하나 가족 회사문화에
업무 프로세스 없고 역량개발 전혀 안되고 피피티만 주구장창 찍어내고 자율출근제 다 허울뿐인 복지에 기본 프로세스도 없고 기획이라는 단어로 하루종일 피피티에 광파는 업무만 합니다 누가누가 쓸데없는 아이디어 잘내나 대결하는듯"
53,1.0,1,2,1,1,1,“의외로 장점이 많은 회사”,현직원 · !********* · 연구개발(R&D) - 2021.02.11,"업계에서 꽤 인지도 있는 코스피 상장사다
비데수압도 쎄고 실내 흡연장도 많다
통근버스가 서울남부권 및 인근 도시 전역에 있고 출퇴근에 왕복 평균 335시간 정도밖에 안 걸린다
인사 및 홍보 관련 부서의 역량이 뛰어나 아직도 회사에 비해 뛰어난 인력들을 데려온다 속인건 중요하지 않다 속은게 잘못이지
밖에선 상명하복 꼰대문화라고들 알고있지만
아직 맞아본 적은 없다 팀바팀이라 다른 팀은 모르겠다","유명 미국기업에 납품을 해 본 경험이 없다
저점매수 후 이슈 흘려서 주가 올리는 일부 세력이 좌지우지한다
없거나 흔적만 있는 것들이 많다 성과급 복지 식사의 질 최고위층 머리숱 자기계발 기회 등"
54,1.0,1,1,1,1,1,“이회사는 직원들을 버리기 시작했다”,현직원 · !********* · 연구개발(R&D) - 2023.09.06,"없다
내가 이곳에 입사한것을 아주 후회한다
다시 시간을 되돌리고 싶다","직원에 대한 보상이 없어지고 있고 동물원 원숭이 처럼 생각한다
복지도 점점 없어지고 있으니 혹시 이직이나 신입 지원 할 생각이 있으면 다른곳에 지원해라"
55,1.0,1,2,1,1,1,“대충 다녀도 되는 회사”,현직원 · A***** · IT 엔지니어 - 2023.08.16,"많이 쉴 수 있다
생각없이 다닐 수 있다
무논리로 목소리 크게 내는법 배운다","이기적인 생산진 노조
무능한 경영진
사기저하 인사팀 콜라보"
56,1.0,1,1,1,1,1,“직원은 볼트일뿐 항상 위기인 회사”,현직원 · d******** · 구매·물류·SCM 전문가 - 2023.08.16,타 대기업 대비 임원들 능력부족으로 열심히 안해도 된다,"편의점 알바생보다도 월급이 짜다
적자가 아닌데도 위기라면서 임금동결 시킨다
성과에 대한 보상이 없다 임원들이 무능력하고 지들 돈만 생각함직원을 개돼지로 생각함직원들 까는 기사를 써서 일할 의욕 사라지게함"
57,1.0,1,1,1,1,1,“자동차회사”,현직원 · 킹**** · 경영지원·관리 전문가 - 2020.10.01,대학교 졸업하고 입사한 첫날 기분이 매우 좋습니다 ,입사하고 일하는 5년동안 매년 해를 거듭할 수록 연봉이 낮아지는 마법을 경험하는 중
58,3.0,2,3,3,2,1,“이름 빼고 중소기업같은 곳”,현직원 · 아***** · 품질관리·보증 전문가 - 2020.08.20,대한민국 대표하는 대기업중 하나라는거 차할인 및 관련복지 일부,"밥이 더럽게 맛없으며 군대 문화에
일 열심히 하려는 사람이 점점 탈출하고 경영진은 몇년 안남은 자기 목숨만 생각함
젊고 똑똑한 인재들이 고통받는곳"
59,1.0,1,1,1,1,1,“글로벌대기업”,현직원 · !********* · 경영지원·관리 전문가 - 2023.08.16,"대부분 아는 글로벌대기업이다
타사대비 적은 인력으로도 최대 실적을 만들어낸 직원들이 있다","하지만 그에대한 대접은 동네 구멍가게만 못하다
성과에 맞는 보상은 꿈도 꿀 수 없으며 회사의 정책은 직원들 사기만 꺾어놓는다 열심히 일을 해도 그에 대한 보상을 기대하기 힘들다"
60,1.0,1,1,1,1,1,“설계는 모든팀의 똥받이”,현직원 · j***** · 연구개발(R&D) - 2020.10.01,현대자동차에서 가장 좋았던거는 입사 후 2개월까지 기분좋은거 빼곤 없다,설계는 똥받이 그중에 차체설계는 똥중 똥이라 옆부서들 다 퇴근할때 혼자 11시까지 야근함 인원보충도 없음
61,1.0,4,4,1,1,1,“밖에선 좋은회사 안에선 구린회사”,현직원 · i********* · 경영지원·관리 전문가 - 2020.10.01,"휴가많음사원대리
공장근무시 상대적으로 빡세지 않은 근무환경","무능력한 경영진
급여 적음
쌍팔년도 시스템
인재존중이라는 핵심가치를 가지고 있지만 인재존중은 전혀 없는 회사"
62,1.0,1,1,1,1,1,“상실감을 안겨주는 회사 ”,현직원 · i***** · 경영지원·관리 전문가 - 2020.09.29,"아침에 일찍일어나는 습관을 가지게 됨
집에와서 밥투정을 하지 않음","부모자식간의 사랑 강요같은 무조건적 로얄티 강요
감히 회사 결정에 불만을  부들부들"
63,1.0,1,4,2,2,1,“회사가 회사 망한다고 직원들에게 매년 광고하는 회사”,현직원 · i********* · 품질관리·보증 전문가 - 2023.08.25,"1휴가는 좀 있는편
2퇴근 빠름
3자동차 할인은 매력","1매년 회사가 망할정도로 어렵다는함
진짜 망할지 아님 죽도록 돈주기 싫은건지
2회사가 궁민정서를 너무 생각해서 직원들은
맨번 자괴감 느끼는중
3광팔이 정신 팔리정도가 너무 심해서 이러다가
진짜 회사가 망할지도 모르겠구나 생각됨"
64,1.0,1,1,1,1,1,“국민정서를 생각해 돈 적게 주고싶어하는 회사”,현직원 · h***** · 경영지원·관리 전문가 - 2023.08.22,"에어컨이 나온다
내 책상과 개인 컴퓨터가 지급된다
회사의 귀족노조 언플로 귀족이 된 기분을 느낄수있다","1 여러분 여기 책임연봉 가두리 양식입니다
책임초임 쭉갑니다 계속 후배에게 역전당하는 시스템
2 국민정서는 생각하되 직원정서는 생각하지 않는 점
3 성과금은 작년실적 기준이지만 올해와 미래 경영환경을
고려해서 매년 적게줄 이유를 만들어냄
4 작년실적 기준 성과금을 다음해 9월12월 분할로주고
회사는 이자놀이함"
65,1.0,1,3,1,1,1,“경영층만 대기업인 회사”,현직원 · !******** · IT 엔지니어 - 2023.08.21,"1 차량할인
2 재택근무
3 킹차갓무직대외적 인지도","1 차량할인외 전무한 복지 대기업 촤하위권
2 임금동결까지 했었는데 욕먹는 회사
3 성과급 안주려 직원을 까내리면서 경영층 성과급은 최상위권
4 공장아저씨가 전직원의 성과급 좌지우지 대졸박사 천대받음 자괴감
5 대기업기준 수준이하 성과급 분배가 불공정하고 절대적 금액도 낮음
6 최근 5년간 입사 인원 수준이 굉장히 떨어짐 미래불투명
7 스카이는 거의다 탈출 중이고 못하면 패배자로 취급받음"
66,1.0,1,1,1,1,1,"“쇠퇴의 길로 접어든 회사...노조, 회사모두 자기들 잇속만 챙기고 그 안에서 직원들만 희생되는중”",현직원 · z******* · 연구개발(R&D) - 2023.08.23,"킹차드립 들을수 있음 모임에서 관종되기 가능
워라벨 나쁘지 않음","직원 사기 깎아먹는게 특기인 경영진
무능하고 멍청한 노조
의욕을 잃어 이제 회사가 망하길 바라면서 회사를 다니는 연구직"
67,1.0,1,1,1,1,1,“회사와 직원이 따로가는 회사”,현직원 · i********* · 연구개발(R&D) - 2023.08.18,"1 국내 상장사 중 영익 1위했지만 국민정서를 고려해서 성과급은 안 주겠다는 희생 정신 임원진 연봉이랑 성과급은 매해 상승
2 실적이 반등했지만 협력업체 고려해서 기본급은 동결하는 주변에 대한 따뜻한 배려심
3 재택 폐지하려고 호시탐탐 기회만 엿보지만 막상 채용시장에서는 재택으로 꼬셔서 취업사기치는 영리한 경영운영",월급값 이상으로 일 잘하고 많이하는 에이스 정도 밖에 안되는 것들이 최근들어 돈달라고 자꾸 떼 써서 다같이 눕업하는 분위기가 조성
68,1.0,1,1,1,1,1,“모두가 한 가족같은”,현직원 · 열*** · 생산엔지니어·생산관리 - 2023.08.16,"차별화된 고액연봉 임원과 복지
국민 정서까지 고려하며 지급되는 직원 급여","균등한 월급에 한쪽으로 치우친 업무량
대기업이라고 생각하긴 힘듦"
69,1.0,1,1,2,1,1,“내실을 다지기보다 겉치레하기 바쁜 회사”,현직원 · m***** · 생산엔지니어·생산관리 - 2020.12.09,"월급수당 외 복지만 그럴듯함
노조원으로 진급을 포기하면 워라밸을 찾을 수 있는 모순
사실 상 준공무원","광팔이들이 경영진의 눈을 가려 실적 챙기는데 급급
결과에 원인을 끼워 맞추는 문화
사무직을 노비 취급하는 봉급 수준
사내 문제를 외력여론전으로 해결하려는 저급함"
70,1.0,1,1,1,1,1,“관두고 싶은 회사”,현직원 · !******** · 경영전략·사업기획·분석전문가 - 2023.08.25,"급여수준이 별로라 이직준비를 열심히 하게 만들어줌

그나마 워라밸은 괜찮아서 자기계발을 할 시간이 있음","사기업 직원임원 제외이 성과에 따리 보상받는게 아니고 국민 정서를 신경써야함

이전 직장 다닐때는 커리어 관리하려고 주말에도 자발적으로 일했는데 회사 인사정책상 동기부여가 전혀 안되다보니 그 시간에 다른 곳으로 옮길 준비를 하게 됨

HR부서의 권한이 강한데 비해 그 권한을 제대로 활용하지 못함
그러다보니 각 직무직군별로 적합한 인사정책을 기획하고 실행하지 못하고 있음"
71,1.0,1,1,1,1,1,“워라밸 빼고는 없는 회사”,현직원 · l********* · IT 엔지니어 - 2023.08.22,"워라밸
주변에 회사 설명 안해도 됨
차 할인됨
여름휴가가 별도로 있음","최대실적에도 성과급으로 장난질
사람들이 일을 안함질문해도 답변이 없음
워라밸 원툴인데 워라밸도 안좋은 팀도 있다"
72,1.0,1,4,1,3,1,“워라밸 빼곤 아무것도 없는 회사”,현직원 · i********* · 경영전략·사업기획·분석전문가 - 2023.08.18,"1워라밸은 나쁘지 않음
2대기업이라는 타이틀
3그래도 열일하는 직장동료","1임원의 무능 광팔이거나 정치꾼만 올라감
2짜디짠 기본 연봉 신입기준 세후 270만원
3성과와는 상관없는 성과급 성과가 좋으면 미래를 대비해야되서 안주고 성과가 나쁘면 나빠서 안줌
4아직도남아있는 군대식문화 회장이까라면 깜
5오너리스크 이회사는 오너가없음 회장지분이 5수준 오너가 없는데 오너인척하느라 지배구조 개편에 들이는 눈먼돈"
73,1.0,1,5,1,1,1,“자체 워라밸 말고는 장점 없는 회사”,현직원 · Q***** · 구매·물류·SCM 전문가 - 2023.08.16,"자체적으로 파업할 수 있는 분위기
세트 업체라서 협력사 상대 용이","낮은 급여
처박은 커리어
기술 부재
워라밸 없으면 장점 없는 회사"
74,1.0,1,1,1,1,1,“폭언으로 직원이 자살하는 회사”,현직원 · 한***** · 하드웨어 엔지니어 - 2022.01.11,사람을 죽게 만들어도 윗사람 눈에 들면사적으로 친하면 책임 하나 안지고 실력 x도 없어도 승진 가능함,자살 당할 수 있음 내가 인간적 모멸을 당해도 생산직 기술직이 아닌이상 노조는 지켜만 봄 노조가 지키지 않는 일반 연구직은 노조와 회사 두개의 칼날 사이에서 살아야 함
75,1.0,1,2,1,1,1,“직원들을 전혀 생각하지 않는 회사”,현직원 · v***** · 경영전략·사업기획·분석전문가 - 2021.02.03,쉬는 날이 다른 직장에 비해 몇일 정도 더 있는점 말고는 없네요,성과와 상관없이 인건비를 최대한 아끼려고 하는게 너무 보입니다
76,1.0,1,1,1,1,1,“국민정서를 직원이 고려해야하는 회사”,현직원 · i******* · 품질관리·보증 전문가 - 2023.08.26,"급여날짜에 맞게 따박따박 돈이 들어온다
점심 공짜로준다","회사 대표란 사람이 국민정서 고려해야한다며 직원들한테 말하는 이상한회사
성과금시즌만 되면 모든 국민 욕은 직원들이 먹어야하는 기이한 회사"
77,1.0,1,1,1,1,1,“가 족같은 회사”,현직원 · i******** · 연구개발(R&D) - 2023.08.23,"국민정서를 최우선시하여 타인의 눈에서는 좋은 회사
SNL에서도 인정한 킹차갓기업","하지만 정작 직원들의 정서는 1도 신경 안 씀
지금까지 최선을 다해 일한만큼의 보상은 단 한 번도 받은 적이 없는 최악의 회사"
78,1.0,1,1,1,1,1,“성과급은 국민정서 고려하면서 품질문제는 모르쇠하는 회사”,현직원 · l********* · 연구개발(R&D) - 2023.08.18,"월급이 꼬박꼬박 잘 나온다
규모가 크다
인식 만 좋다","매년 성과급 시즌마다 허위 언플로
직원을 이기적인 쓰레기로 만드는 회사

실적에 따라 성과급을 달라는데
국민정서와 국민의 상대적 박탈감을 고려해야 한다고 함

그렇지만 회사 내부 문제나 품질문제에는
국민정서를 고려하는걸 본 적이 없음"
